Covered_Recipient_Type,Noncovered_Recipient_Entity_Name,Teaching_Hospital_CCN,Teaching_Hospital_ID,Teaching_Hospital_Name,Covered_Recipient_Profile_ID,Covered_Recipient_NPI,Covered_Recipient_First_Name,Covered_Recipient_Last_Name,Recipient_City,Recipient_State,Recipient_Zip_Code,Covered_Recipient_Primary_Type_1,Covered_Recipient_Specialty_1,Total_Amount_of_Payment_USDollars,Date_of_Payment,Record_ID,Program_Year,Payment_Publication_Date
Covered Recipient Physician,Not available,Not available,Not available,Not available,362051.0,1972511426.0,ERIC,SIMPSON,PORTLAND,OR,97239,Medical Doctor,Allopathic & Osteopathic Physicians|Dermatology,330.0,11/23/2021,832531765,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1166460.0,1215012950.0,DONALD,LEUNG,DENVER,CO,80206,Medical Doctor,Allopathic & Osteopathic Physicians|Allergy & Immunology,389.43,11/15/2021,793082923,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1458973.0,1306139597.0,TIFFANY,FISHER,HERSHEY,PA,17033,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,425.0,10/03/2021,851400431,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,420027.0,10777.0,Anmed Health,Not available,Not available,Not available,Not available,ANDERSON,SC,29621,Not available,Not available,48.75,07/13/2021,843834003,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,716637.0,1407152283.0,DANIELE,MARIN,DURHAM,NC,27705,Medical Doctor,Allopathic & Osteopathic Physicians|Radiology|Diagnostic Radiology,186.67,10/13/2021,793083179,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,100271.0,10837.0,MOFFITT CANCER CENTER,Not available,Not available,Not available,Not available,Tampa,FL,33612,Not available,Not available,13649.0,10/21/2021,793088391,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,9765.0,1205898681.0,WILLIAM,MAXWELL,FRESNO,CA,93720,Medical Doctor,Allopathic & Osteopathic Physicians|Ophthalmology,309.9,11/24/2021,807672753,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50262.0,11328.0,Ronald Reagan Ucla,Not available,Not available,Not available,Not available,Los Angeles,CA,90095,Not available,Not available,3550.5,01/12/2021,826498105,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,200009.0,9968.0,MAINE MEDICAL CENTER,Not available,Not available,Not available,Not available,PORTLAND,ME,04102,Not available,Not available,6749.1,10/26/2021,809541135,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,56775.0,1265464499.0,LAURA,BLAKELY,HERMITAGE,TN,37076,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,923.17,07/26/2021,835902171,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360180.0,10373.0,Cleveland Clinic Hospital,Not available,Not available,Not available,Not available,CLEVELAND,OH,44195,Not available,Not available,3207.0,06/10/2021,800997075,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,280040.0,10660.0,NEBRASKA METHODIST HOSPITAL,Not available,Not available,Not available,Not available,Omaha,NE,68114,Not available,Not available,8252.22,10/18/2021,793088647,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,380009.0,11212.0,OHSU HOSPITAL AND CLINICS,Not available,Not available,Not available,Not available,Portland,OR,97239,Not available,Not available,1320.0,04/28/2021,827887745,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220071.0,9988.0,MASSACHUSETTS GENERAL HOSPITAL,Not available,Not available,Not available,Not available,BOSTON,MA,02114,Not available,Not available,2937.09,04/13/2021,849614633,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230165.0,10504.0,ST JOHN HOSPITAL & MEDICAL CENTER,Not available,Not available,Not available,Not available,Detroit,MI,48236,Not available,Not available,158.0,07/15/2021,786499619,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,340061.0,10767.0,University Of North Carolina Hosp.,Not available,Not available,Not available,Not available,CHAPEL HILL,NC,27514,Not available,Not available,66.06,03/08/2021,831102279,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,53302.0,11301.0,Childrens Hospital Los Angeles,Not available,Not available,Not available,Not available,Los Angeles,CA,90027,Not available,Not available,2.85,11/19/2021,811628153,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,380009.0,11212.0,OHSU HOSPITAL AND CLINICS,Not available,Not available,Not available,Not available,Portland,OR,97239,Not available,Not available,153.6,07/07/2021,827888003,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,54009.0,11327.0,RESNICK NEUROPSYCHIATRIC HOSPITAL AT,Not available,Not available,Not available,Not available,LOS ANGELES,CA,90095,Not available,Not available,5481.0,08/09/2021,835923349,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,260141.0,10617.0,UNIV OF MISSOURI HEALTH CARE,Not available,Not available,Not available,Not available,COLUMBIA,MO,65212,Not available,Not available,3810.0,03/25/2021,830982799,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,363300.0,10334.0,Childrens Hospital Medical Center,Not available,Not available,Not available,Not available,CINCINNATI,OH,45229,Not available,Not available,3000.0,03/08/2021,838660927,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,225424.0,1972561157.0,SANJIB,MOHANTY,CHARLOTTE,NC,28207,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Gastroenterology,4300.0,08/11/2021,819446547,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440015.0,10348.0,University Of Tennessee Medical Cent,Not available,Not available,Not available,Not available,KNOXVILLE,TN,37920,Not available,Not available,16751.26,06/17/2021,792665689,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,140119.0,10441.0,RUSH UNIVERSITY MEDICAL CENTER,Not available,Not available,Not available,Not available,CHICAGO,IL,60612,Not available,Not available,3900.0,04/28/2021,835924423,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,340001.0,10755.0,CAROLINAS HEALTHCARE SYSTEM NORTHEAS,Not available,Not available,Not available,Not available,Concord,NC,28025,Not available,Not available,18760.07,02/18/2021,793085823,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220162.0,9984.0,Dana-Farber Cancer Institute,Not available,Not available,Not available,Not available,BOSTON,MA,02215,Not available,Not available,407895.0,07/06/2021,819887969,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,30024.0,11263.0,ST. JOSEPHS HOSPITAL & MEDICAL CTR,Not available,Not available,Not available,Not available,GLENDALE,AZ,85305,Not available,Not available,336.36,09/08/2021,835926085,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,180103.0,10847.0,Baptist Health Lexington,Not available,Not available,Not available,Not available,LEXINGTON,KY,40503,Not available,Not available,158.0,06/08/2021,843839955,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,363302.0,10388.0,Rainbow Babies & Childrens Hospital,Not available,Not available,Not available,Not available,Cleveland,OH,44106,Not available,Not available,3780.7,06/16/2021,832869127,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,223302.0,9992.0,CHILDRENS HOSPITAL CORPORATION,Not available,Not available,Not available,Not available,Boston,MA,02115,Not available,Not available,98.28,05/21/2021,793086079,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,500008.0,11198.0,UNIVERSITY OF WASHINGTON MED CTR,Not available,Not available,Not available,Not available,Seattle,WA,98195,Not available,Not available,31016.2,12/31/2021,848749723,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,828537.0,1346655099.0,BENJAMIN,HELLER,PHOENIX,AZ,85003,Medical Doctor,Allopathic & Osteopathic Physicians|Ophthalmology,379.5,11/12/2021,807675063,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,176505.0,1902091218.0,RESHMA,MAHTANI,DEERFIELD BEACH,FL,33442,Doctor of Osteopathy,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,213.31,07/30/2021,831024787,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,470003.0,9973.0,UNIVERSITY OF VERMONT MEDICAL CENTER,Not available,Not available,Not available,Not available,Burlington,VT,05401,Not available,Not available,3310.0,08/09/2021,793090975,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230046.0,10547.0,Univ Of Mi Hospitals & Hlth Ctrs,Not available,Not available,Not available,Not available,ANN ARBOR,MI,48109,Not available,Not available,8115.71,05/07/2021,851137365,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50760.0,11221.0,KFH - ANTIOCH,Not available,Not available,Not available,Not available,Antioch,CA,94531,Not available,Not available,1700.4,12/22/2021,832571007,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,410010.0,10007.0,WOMEN & INFANTS HOSPITAL,Not available,Not available,Not available,Not available,Providence,RI,02905,Not available,Not available,5702.22,02/25/2021,793091233,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,90011.0,10708.0,Washington Hospital Center,Not available,Not available,Not available,Not available,Washington,DC,20010,Not available,Not available,165.0,01/06/2021,796995911,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390111.0,10224.0,Hospital Of The Univ Of Penna,Not available,Not available,Not available,Not available,PHILA,PA,19104,Not available,Not available,178540.0,06/10/2021,792657075,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,53302.0,11301.0,Childrens Hospital Los Angeles,Not available,Not available,Not available,Not available,Los Angeles,CA,90027,Not available,Not available,13.5,12/01/2021,811034230,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390028.0,10267.0,Upmc Mercy Hospital,Not available,Not available,Not available,Not available,Pittsburgh,PA,15219,Not available,Not available,2.85,12/20/2021,811824683,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50262.0,11328.0,RONALD REAGAN UCLA,Not available,Not available,Not available,Not available,Los Angeles,CA,90095,Not available,Not available,18.9,03/04/2021,827888259,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390028.0,10267.0,Upmc Mercy Hospital,Not available,Not available,Not available,Not available,Pittsburgh,PA,15219,Not available,Not available,3.25,11/19/2021,811824767,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50262.0,11328.0,RONALD REAGAN UCLA,Not available,Not available,Not available,Not available,Los Angeles,CA,90095,Not available,Not available,18.9,03/04/2021,827888515,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390111.0,10224.0,Hospital Of The Univ Of Penna,Not available,Not available,Not available,Not available,Philadelphia,PA,19104,Not available,Not available,58549.87,08/18/2021,790256131,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,120001.0,11331.0,THE QUEENS MEDICAL CENTER,Not available,Not available,Not available,Not available,Honolulu,HI,96813,Not available,Not available,800.0,09/13/2021,812978207,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,160058.0,10604.0,University Of Iowa Hosp & Clinics,Not available,Not available,Not available,Not available,Iowa City,IA,52242,Not available,Not available,2520.0,07/23/2021,831382157,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,100007.0,10819.0,Adventhealth Orlando,Not available,Not available,Not available,Not available,Orlando,FL,32803,Not available,Not available,27165.0,03/29/2021,787574821,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1124604.0,1730496274.0,YESSICA,SACHDEVA,MESA,AZ,85210,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine,10.8,03/29/2021,819446803,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360137.0,10389.0,Uh Cleveland Medical Center,Not available,Not available,Not available,Not available,CLEVELAND,OH,44106,Not available,Not available,12921.6,12/02/2021,792665945,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,503300.0,11178.0,SEATTLE CHILDRENS HOSPITAL,Not available,Not available,Not available,Not available,SEATTLE,WA,98105,Not available,Not available,4543.66,10/24/2021,835925355,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390111.0,10224.0,HOSPITAL OF THE UNIV OF PENNA,Not available,Not available,Not available,Not available,PHILA,PA,19104,Not available,Not available,77904.0,01/05/2021,819447061,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,195456.0,1295829927.0,WILLIAM,RAND,POMPANO BEACH,FL,33064,Medical Doctor,Allopathic & Osteopathic Physicians|Ophthalmology,362.5,11/03/2021,807670441,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,54144.0,11286.0,LANGLEY PORTER PSYCHIATRIC HOSPITAL,Not available,Not available,Not available,Not available,San Francisco,CA,94143,Not available,Not available,20432.79,03/31/2021,792400855,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450647.0,10892.0,Medical City Dallas,Not available,Not available,Not available,Not available,DALLAS,TX,75230,Not available,Not available,175.0,09/15/2021,831062797,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360180.0,10373.0,Cleveland Clinic Hospital,Not available,Not available,Not available,Not available,CLEVELAND,OH,44195,Not available,Not available,1150.0,02/01/2021,819888285,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,130007.0,11101.0,St. Alphonsus Regional Med Center,Not available,Not available,Not available,Not available,BOISE,ID,83706,Not available,Not available,23.63,07/13/2021,843840567,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50760.0,11221.0,KFH - ANTIOCH,Not available,Not available,Not available,Not available,Antioch,CA,94531,Not available,Not available,2700.0,04/01/2021,832870299,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,291961.0,1447259023.0,ALAN,KIVITZ,DUNCANSVILLE,PA,16635,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Rheumatology,3200.0,06/23/2021,832572215,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,286917.0,1316957350.0,SATISH,MODI,POUGHKEEPSIE,NY,12603,Medical Doctor,Allopathic & Osteopathic Physicians|Ophthalmology,248.4,12/15/2021,807675831,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,420078.0,11088.0,GHS GREENVILLE MEMORIAL HOSPITAL,Not available,Not available,Not available,Not available,Greenville,SC,29607,Not available,Not available,190.0,08/15/2021,786497475,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450076.0,11031.0,Ut Md Anderson Cancer Center,Not available,Not available,Not available,Not available,HOUSTON,TX,77030,Not available,Not available,40500.0,07/07/2021,831308731,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,54144.0,11286.0,LANGLEY PORTER PSYCHIATRIC HOSPITAL,Not available,Not available,Not available,Not available,San Francisco,CA,94143,Not available,Not available,14702.75,07/09/2021,832895477,2021,01/20/2023
